,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration
156,SPY260710C00784000,2026-07-02 19:37:09+00:00,784.0,0.02,0.01,0.02,0.0,0.0,1.0,234,0.15235222656250003,False,REGULAR,USD,2026-07-10
157,SPY260710C00785000,2026-07-02 16:45:41+00:00,785.0,0.02,0.01,0.02,0.01,100.0,55.0,565,0.1562584375,False,REGULAR,USD,2026-07-10
158,SPY260710C00786000,2026-06-30 19:53:36+00:00,786.0,0.02,0.01,0.02,0.0,0.0,24.0,587,0.15821154296875,False,REGULAR,USD,2026-07-10
159,SPY260710C00787000,2026-07-02 14:05:10+00:00,787.0,0.02,0.01,0.02,0.0,0.0,50.0,1490,0.16211775390625,False,REGULAR,USD,2026-07-10
160,SPY260710C00788000,2026-07-02 19:57:37+00:00,788.0,0.02,0.01,0.02,0.0,0.0,2.0,833,0.16602396484375004,False,REGULAR,USD,2026-07-10
161,SPY260710C00789000,2026-07-01 13:39:30+00:00,789.0,0.02,0.01,0.02,0.0,0.0,1.0,390,0.16895362304687503,False,REGULAR,USD,2026-07-10
162,SPY260710C00790000,2026-07-02 19:48:14+00:00,790.0,0.01,0.01,0.02,0.0,0.0,9.0,491,0.17188328125000002,False,REGULAR,USD,2026-07-10
163,SPY260710C00791000,2026-07-02 15:07:34+00:00,791.0,0.02,0.01,0.02,-0.01,-33.333336,3.0,354,0.1757894921875,False,REGULAR,USD,2026-07-10
164,SPY260710C00792000,2026-06-30 17:17:39+00:00,792.0,0.02,0.01,0.02,0.0,0.0,20.0,311,0.179695703125,False,REGULAR,USD,2026-07-10
165,SPY260710C00793000,2026-06-30 19:36:30+00:00,793.0,0.02,0.01,0.02,0.0,0.0,6.0,368,0.18164880859375,False,REGULAR,USD,2026-07-10
166,SPY260710C00794000,2026-06-30 19:36:30+00:00,794.0,0.02,0.01,0.02,0.0,0.0,10.0,301,0.18555501953124998,False,REGULAR,USD,2026-07-10
167,SPY260710C00795000,2026-06-30 19:36:30+00:00,795.0,0.02,0.01,0.02,0.0,0.0,13.0,533,0.18946123046875002,False,REGULAR,USD,2026-07-10
168,SPY260710C00796000,2026-07-02 14:00:05+00:00,796.0,0.02,0.01,0.02,0.01,100.0,2.0,419,0.1914143359375,False,REGULAR,USD,2026-07-10
169,SPY260710C00797000,2026-07-01 15:35:15+00:00,797.0,0.01,0.01,0.02,0.0,0.0,7.0,661,0.195320546875,False,REGULAR,USD,2026-07-10
170,SPY260710C00798000,2026-06-30 19:36:30+00:00,798.0,0.02,0.01,0.02,0.0,0.0,11.0,1063,0.1992267578125,False,REGULAR,USD,2026-07-10
171,SPY260710C00799000,2026-07-01 15:56:08+00:00,799.0,0.01,0.01,0.02,0.0,0.0,28.0,798,0.20117986328124998,False,REGULAR,USD,2026-07-10
172,SPY260710C00800000,2026-07-02 17:51:43+00:00,800.0,0.01,0.01,0.02,0.0,0.0,426.0,2311,0.20508607421874997,False,REGULAR,USD,2026-07-10
173,SPY260710C00805000,2026-07-02 14:08:23+00:00,805.0,0.01,0.01,0.02,0.0,0.0,40.0,708,0.22071091796874998,False,REGULAR,USD,2026-07-10
174,SPY260710C00810000,2026-07-02 15:37:56+00:00,810.0,0.01,0.01,0.02,0.0,0.0,27.0,296,0.23633576171874998,False,REGULAR,USD,2026-07-10
175,SPY260710C00815000,2026-07-02 20:04:28+00:00,815.0,0.01,0.01,0.02,-0.01,-50.0,68.0,1052,0.25196060546875,False,REGULAR,USD,2026-07-10
176,SPY260710C00820000,2026-07-02 20:04:16+00:00,820.0,0.01,0.0,0.01,0.0,0.0,5.0,2796,0.2500075,False,REGULAR,USD,2026-07-10
177,SPY260710C00825000,2026-06-30 17:18:34+00:00,825.0,0.01,0.0,0.01,0.0,0.0,165.0,2288,0.26563234375,False,REGULAR,USD,2026-07-10
178,SPY260710C00830000,2026-07-02 19:47:07+00:00,830.0,0.01,0.0,0.01,0.0,0.0,50.0,1235,0.28125718749999995,False,REGULAR,USD,2026-07-10
179,SPY260710C00835000,2026-07-02 19:47:10+00:00,835.0,0.01,0.0,0.01,0.0,0.0,78.0,780,0.2929758203124999,False,REGULAR,USD,2026-07-10
180,SPY260710C00840000,2026-07-02 19:26:50+00:00,840.0,0.01,0.0,0.01,0.0,0.0,110.0,2969,0.3086006640625,False,REGULAR,USD,2026-07-10
181,SPY260710C00845000,2026-06-30 16:10:49+00:00,845.0,0.01,0.0,0.01,0.0,0.0,210.0,762,0.32031929687499994,False,REGULAR,USD,2026-07-10
182,SPY260710C00850000,2026-06-29 19:05:42+00:00,850.0,0.01,0.0,0.01,0.0,0.0,1134.0,1556,0.335944140625,False,REGULAR,USD,2026-07-10
183,SPY260710C00855000,2026-06-30 16:11:00+00:00,855.0,0.01,0.0,0.01,0.0,0.0,20.0,1511,0.34766277343749996,False,REGULAR,USD,2026-07-10
184,SPY260710C00860000,2026-06-26 17:05:51+00:00,860.0,0.01,0.0,0.01,0.0,0.0,1034.0,1176,0.35938140625,False,REGULAR,USD,2026-07-10
185,SPY260710C00865000,2026-06-25 19:14:05+00:00,865.0,0.01,0.0,0.01,0.0,0.0,301.0,358,0.37500625,False,REGULAR,USD,2026-07-10
186,SPY260710C00870000,2026-06-25 17:02:56+00:00,870.0,0.01,0.0,0.01,0.0,0.0,540.0,754,0.39063109375,False,REGULAR,USD,2026-07-10
187,SPY260710C00875000,2026-06-26 17:52:51+00:00,875.0,0.01,0.0,0.01,0.0,0.0,5.0,740,0.398443515625,False,REGULAR,USD,2026-07-10
188,SPY260710C00880000,2026-06-23 13:58:47+00:00,880.0,0.01,0.0,0.01,0.0,0.0,1.0,266,0.414068359375,False,REGULAR,USD,2026-07-10
189,SPY260710C00885000,2026-06-23 15:11:44+00:00,885.0,0.01,0.0,0.01,0.0,0.0,4.0,824,0.42969320312500003,False,REGULAR,USD,2026-07-10
190,SPY260710C00890000,2026-06-16 15:19:32+00:00,890.0,0.03,0.0,0.01,0.0,0.0,460.0,703,0.437505625,False,REGULAR,USD,2026-07-10
191,SPY260710C00895000,2026-06-18 15:07:15+00:00,895.0,0.02,0.0,0.01,0.0,0.0,1.0,486,0.45313046875,False,REGULAR,USD,2026-07-10
192,SPY260710C00900000,2026-06-23 13:48:26+00:00,900.0,0.01,0.0,0.01,0.0,0.0,3.0,2759,0.4687553125,False,REGULAR,USD,2026-07-10
