,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration
154,SPY260710P00759000,2026-07-02 18:45:58+00:00,759.0,16.34,13.28,15.8,4.37,36.507935,31.0,2,0.1637046520996094,True,REGULAR,USD,2026-07-10
155,SPY260710P00760000,2026-07-02 19:51:59+00:00,760.0,16.0,15.2,16.0,3.0,23.076923,434.0,127,0.13514048461914066,True,REGULAR,USD,2026-07-10
156,SPY260710P00761000,2026-07-02 17:09:27+00:00,761.0,19.4,15.18,18.24,4.3999996,29.333332,5.0,14,0.19477123596191404,True,REGULAR,USD,2026-07-10
157,SPY260710P00762000,2026-07-02 19:15:01+00:00,762.0,20.0,16.16,19.21,3.5499992,21.580542,61.0,3,0.20081365600585935,True,REGULAR,USD,2026-07-10
158,SPY260710P00762500,2026-06-18 13:47:55+00:00,762.5,20.1,16.65,19.7,0.0,0.0,8.0,0,0.20392641784667967,True,REGULAR,USD,2026-07-10
159,SPY260710P00763000,2026-07-02 19:54:35+00:00,763.0,18.9,17.14,20.2,-11.85,-38.536587,19.0,0,0.2074053869628906,True,REGULAR,USD,2026-07-10
160,SPY260710P00764000,2026-06-26 13:34:58+00:00,764.0,36.12,18.13,21.19,0.0,0.0,1.0,1,0.21399711791992188,True,REGULAR,USD,2026-07-10
161,SPY260710P00765000,2026-07-02 18:34:52+00:00,765.0,22.19,19.12,22.18,4.59,26.079544,69.0,2,0.22046677978515622,True,REGULAR,USD,2026-07-10
162,SPY260710P00766000,2026-07-02 13:43:25+00:00,766.0,16.0,20.12,23.18,-3.2000008,-16.66667,2.0,1,0.22718057983398435,True,REGULAR,USD,2026-07-10
163,SPY260710P00767000,2026-07-02 15:53:25+00:00,767.0,22.8,21.12,24.18,-1.4400005,-5.9405966,4.0,0,0.23395541442871093,True,REGULAR,USD,2026-07-10
164,SPY260710P00768000,2026-07-02 14:42:12+00:00,768.0,21.0,21.66,25.18,-2.0,-8.695652,22.0,0,0.2406081799316406,True,REGULAR,USD,2026-07-10
165,SPY260710P00769000,2026-07-02 14:05:35+00:00,769.0,18.48,22.66,26.18,-2.8700008,-13.442627,87.0,1,0.24719991088867188,True,REGULAR,USD,2026-07-10
166,SPY260710P00770000,2026-07-02 19:58:32+00:00,770.0,24.91,23.66,27.18,2.7999992,12.663948,54.0,0,0.2537306072998047,True,REGULAR,USD,2026-07-10
167,SPY260710P00771000,2026-06-18 15:12:35+00:00,771.0,24.65,24.66,28.18,0.0,0.0,4.0,0,0.260200269165039,True,REGULAR,USD,2026-07-10
168,SPY260710P00772000,2026-06-25 14:53:42+00:00,772.0,34.84,25.66,29.18,0.0,0.0,4.0,0,0.266608896484375,True,REGULAR,USD,2026-07-10
169,SPY260710P00773000,2026-06-25 14:53:42+00:00,773.0,35.79,26.66,30.18,0.0,0.0,,0,0.27295648925781246,True,REGULAR,USD,2026-07-10
170,SPY260710P00774000,2026-07-02 14:27:29+00:00,774.0,25.47,27.66,31.18,-7.879999,-23.628183,1.0,3,0.27930408203124996,True,REGULAR,USD,2026-07-10
171,SPY260710P00775000,2026-06-15 14:43:40+00:00,775.0,24.45,28.66,32.18,0.0,0.0,1.0,0,0.285590640258789,True,REGULAR,USD,2026-07-10
172,SPY260710P00776000,2026-06-22 19:49:47+00:00,776.0,32.0,29.66,33.18,0.0,0.0,12.0,0,0.29181616394042953,True,REGULAR,USD,2026-07-10
173,SPY260710P00778000,2026-06-03 14:01:22+00:00,778.0,24.74,31.66,35.18,0.0,0.0,,0,0.304145142211914,True,REGULAR,USD,2026-07-10
174,SPY260710P00779000,2026-06-26 16:58:53+00:00,779.0,44.56,32.66,36.18,0.0,0.0,3.0,0,0.31024859680175776,True,REGULAR,USD,2026-07-10
175,SPY260710P00780000,2026-07-02 19:31:26+00:00,780.0,37.55,33.66,37.18,6.549999,21.12903,15.0,2,0.31629101684570304,True,REGULAR,USD,2026-07-10
176,SPY260710P00784000,2026-06-04 13:53:42+00:00,784.0,32.54,37.66,41.18,0.0,0.0,,0,0.3402165588378906,True,REGULAR,USD,2026-07-10
177,SPY260710P00785000,2026-06-09 16:09:55+00:00,785.0,55.85,38.66,42.18,0.0,0.0,1.0,0,0.3460758752441406,True,REGULAR,USD,2026-07-10
178,SPY260710P00790000,2026-06-29 17:36:08+00:00,790.0,49.77,43.66,47.18,0.0,0.0,2.0,0,0.37500625,True,REGULAR,USD,2026-07-10
179,SPY260710P00795000,2026-06-25 20:06:02+00:00,795.0,60.42,48.66,52.18,0.0,0.0,,0,0.40320421020507813,True,REGULAR,USD,2026-07-10
180,SPY260710P00800000,2026-06-25 20:06:02+00:00,800.0,65.4,53.66,57.18,0.0,0.0,1.0,1,0.43079182495117196,True,REGULAR,USD,2026-07-10
181,SPY260710P00805000,2026-06-17 18:49:26+00:00,805.0,57.51,58.66,62.18,0.0,0.0,,0,0.4577690942382813,True,REGULAR,USD,2026-07-10
182,SPY260710P00825000,2026-07-02 18:49:45+00:00,825.0,81.78,78.66,82.18,0.0,0.0,1.0,0,0.56055126953125,True,REGULAR,USD,2026-07-10
