,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
171,SPY260605C00784000,2026-05-22 15:15:10+00:00,784.0,0.11,0.1,0.11,0.05,83.333336,6.0,10,0.1206142626953125,False,REGULAR,USD
172,SPY260605C00785000,2026-05-22 20:14:16+00:00,785.0,0.1,0.09,0.1,0.020000003,25.000006,268.0,1715,0.1215908154296875,False,REGULAR,USD
173,SPY260605C00786000,2026-05-22 14:50:29+00:00,786.0,0.08,0.08,0.09,0.02,33.333336,1.0,15,0.12256736816406251,False,REGULAR,USD
174,SPY260605C00787000,2026-05-21 14:47:44+00:00,787.0,0.05,0.07,0.08,0.0,0.0,2.0,463,0.12305564453125001,False,REGULAR,USD
175,SPY260605C00789000,2026-05-22 19:54:06+00:00,789.0,0.07,0.06,0.07,0.010000002,16.66667,2.0,70,0.12549702636718751,False,REGULAR,USD
176,SPY260605C00790000,2026-05-22 19:35:24+00:00,790.0,0.06,0.06,0.07,0.02,50.0,1317.0,2408,0.127938408203125,False,REGULAR,USD
177,SPY260605C00791000,2026-05-22 19:54:06+00:00,791.0,0.06,0.05,0.06,0.03,100.0,12.0,86,0.127938408203125,False,REGULAR,USD
178,SPY260605C00792000,2026-05-22 19:54:07+00:00,792.0,0.06,0.05,0.06,0.03,100.0,33.0,98,0.13037979003906247,False,REGULAR,USD
179,SPY260605C00793000,2026-05-22 19:54:07+00:00,793.0,0.05,0.05,0.06,0.020000001,66.66667,56.0,191,0.132821171875,False,REGULAR,USD
180,SPY260605C00794000,2026-05-22 19:54:07+00:00,794.0,0.05,0.04,0.06,0.020000001,66.66667,33.0,277,0.13526255371093754,False,REGULAR,USD
181,SPY260605C00795000,2026-05-22 19:54:07+00:00,795.0,0.05,0.04,0.05,0.010000002,25.000006,55.0,1264,0.13477427734375003,False,REGULAR,USD
182,SPY260605C00800000,2026-05-22 19:54:07+00:00,800.0,0.04,0.03,0.04,0.02,100.0,939.0,3764,0.14258669921875,False,REGULAR,USD
183,SPY260605C00805000,2026-05-22 19:54:07+00:00,805.0,0.04,0.03,0.04,0.02,100.0,80.0,550,0.15332877929687502,False,REGULAR,USD
184,SPY260605C00810000,2026-05-22 19:54:07+00:00,810.0,0.03,0.02,0.03,0.01,50.0,98.0,1323,0.159188095703125,False,REGULAR,USD
185,SPY260605C00815000,2026-05-22 19:54:07+00:00,815.0,0.03,0.02,0.03,0.01,50.0,79.0,783,0.16993017578125003,False,REGULAR,USD
186,SPY260605C00820000,2026-05-22 19:54:07+00:00,820.0,0.03,0.02,0.03,0.01,50.0,219.0,825,0.179695703125,False,REGULAR,USD
187,SPY260605C00825000,2026-05-22 19:54:07+00:00,825.0,0.02,0.01,0.02,0.0,0.0,240.0,807,0.18360191406249998,False,REGULAR,USD
188,SPY260605C00830000,2026-05-22 19:54:07+00:00,830.0,0.02,0.01,0.02,0.01,100.0,47.0,473,0.19336744140625,False,REGULAR,USD
189,SPY260605C00835000,2026-05-22 19:54:07+00:00,835.0,0.02,0.01,0.02,0.0,0.0,56.0,858,0.20313296874999998,False,REGULAR,USD
190,SPY260605C00840000,2026-05-22 19:54:07+00:00,840.0,0.02,0.01,0.02,0.0,0.0,39.0,699,0.21289849609375,False,REGULAR,USD
191,SPY260605C00845000,2026-05-22 19:54:07+00:00,845.0,0.02,0.01,0.02,0.01,100.0,80.0,397,0.22266402343749997,False,REGULAR,USD
192,SPY260605C00850000,2026-05-22 19:34:18+00:00,850.0,0.01,0.01,0.02,0.0,0.0,66.0,291,0.2304764453125,False,REGULAR,USD
193,SPY260605C00855000,2026-05-22 19:00:49+00:00,855.0,0.01,0.01,0.02,0.0,0.0,1124.0,489,0.24024197265624997,False,REGULAR,USD
194,SPY260605C00860000,2026-05-20 13:41:11+00:00,860.0,0.01,0.0,0.02,0.0,0.0,739.0,1325,0.2500075,False,REGULAR,USD
195,SPY260605C00865000,2026-05-20 17:23:50+00:00,865.0,0.01,0.0,0.02,0.0,0.0,1.0,487,0.257819921875,False,REGULAR,USD
196,SPY260605C00870000,2026-05-19 17:22:28+00:00,870.0,0.01,0.0,0.01,0.0,0.0,1.0,585,0.25391371093750004,False,REGULAR,USD
197,SPY260605C00875000,2026-05-18 17:37:06+00:00,875.0,0.01,0.0,0.01,0.0,0.0,2200.0,2579,0.2617261328125,False,REGULAR,USD
198,SPY260605C00880000,2026-05-14 14:59:59+00:00,880.0,0.02,0.0,0.01,0.0,0.0,100.0,1016,0.2695385546875,False,REGULAR,USD
199,SPY260605C00885000,2026-05-18 14:14:57+00:00,885.0,0.01,0.0,0.01,0.0,0.0,37.0,64,0.27735097656249996,False,REGULAR,USD
200,SPY260605C00895000,2026-05-14 13:30:01+00:00,895.0,0.02,0.0,0.01,0.0,0.0,,256,0.29688203124999996,False,REGULAR,USD
201,SPY260605C00900000,2026-05-15 15:36:03+00:00,900.0,0.01,0.0,0.01,0.0,0.0,801.0,911,0.304694453125,False,REGULAR,USD
